sie się
robilo robiło
zaleza zależą
obsluguje obsługuje
placimy płacimy
podnoszac podnosząc
slownik słownik
rente rentę
walesy wałęsy
kardynala kardynała
ogolnopolski ogólnopolski
podkreslal podkreślał
wydajnosc wydajność
zjechal zjechał
bolesnie boleśnie
dokonuja dokonują
mowcow mówców
obronil obronił
wyjazdow wyjazdów
orzeczen orzeczeń
zarzadem zarządem
niezwykly niezwykły
przestepcy przestępcy
rownowartosc równowartość
partia partią
placil płacił
pojec pojęć
skomentowal skomentował
tracac tracąc
amerykanscy amerykańscy
istniejacej istniejącej
obowiazkowego obowiązkowego
kolega kolegą
musialaby musiałaby
przyczynil przyczynił
umozliwienie umożliwienie
zwiazkami związkami
naleznych należnych
amatorow amatorów
robilem robiłem
szczatki szczątki
zaakceptowac zaakceptować
kaminski kamiński
plaszcz płaszcz
uzytecznosci użyteczności
zlamanie złamanie
nalezec należeć
produkcja produkcją
wazy waży
zamknietych zamkniętych
zrobilam zrobiłam
wisniewski wiśniewski
dzialajacego działającego
podlegac podlegać
skarzacy skarżący
spal spał
napojow napojów
przypadl przypadł
szybka szybką
rozumieja rozumieją
daloby dałoby
poslal posłał
upadl upadł
wspolczesna współczesna
brama bramą
muzykow muzyków
zachowywal zachowywał
lubila lubiła
poslom posłom
sierzant sierżant
ograniczaja ograniczają
strate stratę
szyje szyję
podwyzka podwyżka
sadzac sądząc
niecheci niechęci
podwojne podwójne
pozniejsze późniejsze
zblizyl zbliżył
przypominala przypominała
polegal polegał
ladny ładny
potraktowac potraktować
dzwonil dzwonił
ogolnopolskim ogólnopolskim
wyjasnial wyjaśniał
wystepu występu
zyciowej życiowej
zuzycie zużycie
ujawnil ujawnił
zastanawiac zastanawiać
kochal kochał
rzedzie rzędzie
wicemarszalek wicemarszałek
bieglych biegłych
konkurencje konkurencję
podwyzszenie podwyższenie
wstapil wstąpił
zastanawiaja zastanawiają
bezplatnych bezpłatnych
miniona minioną
zmieniajac zmieniając
dotarlo dotarło
komunisci komuniści
wyklady wykłady
zwyciezcow zwycięzców
karta kartą
konkretna konkretną
odwolal odwołał
podroze podróże
wystawil wystawił
konczac kończąc
nastepstwem następstwem
prokurature prokuraturę
wyrazila wyraziła
zmierzajacych zmierzających
malzonkow małżonków
udala udała
weszlo weszło
zlozylo złożyło
poczta pocztą
przedsiebiorstwie przedsiębiorstwie
ukonczyla ukończyła
ogloszony ogłoszony
pienieznej pieniężnej
sciezka ścieżka
swietnym świetnym
zarzadzajacy zarządzający
chlopow chłopów
cieszyly cieszyły
don doń
poszukiwan poszukiwań
armie armię
niekorzysc niekorzyść
praworzadnosci praworządności
rzadzic rządzić
malgorzaty małgorzaty
obowiazywania obowiązywania
odniosla odniosła
polozyla położyła
pozor pozór
popelnione popełnione
wiez więź
jedenascie jedenaście
osiemdziesiatych osiemdziesiątych
oskarzeni oskarżeni
slaskie śląskie
uznajac uznając
zdawala zdawała
instytucje instytucję
machnal machnął
oceniaja oceniają
wskaznikow wskaźników
pragnal pragnął
podleglych podległych
sluzbowych służbowych
pieknego pięknego
poswieconych poświęconych
prosilbym prosiłbym
smiechu śmiechu
komorkowych komórkowych
wystepujacy występujący
pokonujac pokonując
zdazylem zdążyłem
nature naturę
zgadzaja zgadzają
obowiazkowe obowiązkowe
wysilki wysiłki
glodu głodu
glupio głupio
przelom przełom
styczen styczeń
twierdzil twierdził
wczesniejszej wcześniejszej
chlopakow chłopaków
meskiej męskiej
podjetych podjętych
rozbieznosci rozbieżności
dotacje dotację
interesowal interesował
istnialo istniało
lezalo leżało
glowami głowami
siegac sięgać
slyszymy słyszymy
uzytek użytek
wymagajacych wymagających
cisnienie ciśnienie
nieszczescie nieszczęście
przedstawial przedstawiał
trojki trójki
rzutow rzutów
zostane zostanę
kupujac kupując
siedemdziesiatych siedemdziesiątych
scislej ścisłej
tendencje tendencję
uchronic uchronić
wyeliminowac wyeliminować
zajety zajęty
ciezkiego ciężkiego
nieruchomosciami nieruchomościami
podsumowal podsumował
zdola zdoła
straznik strażnik
usiadla usiadła
wynikac wynikać
skladam składam
docieraja docierają
mandatow mandatów
odnosic odnosić
posiadajacy posiadający
uzytkownikom użytkownikom
zboza zboża
dzialka działka
zasiegiem zasięgiem
koncowy końcowy
zostalam zostałam
brokerow brokerów
korzystal korzystał
ulga ulgą
wspolczynnik współczynnik
odbierac odbierać
promowac promować
cieszyla cieszyła
odniesli odnieśli
grudzien grudzień
informowal informował
pokazujac pokazując
rozporzadzeniu rozporządzeniu
sasiedniej sąsiedniej
sprzetem sprzętem
swietami świętami
wozek wózek
wrogow wrogów
lodzianie łodzianie
mowiacy mówiący
slowackiego słowackiego
tarnow tarnów
pociagi pociągi
poczatkach początkach
swietna świetna
wystawic wystawić
zadzwonila zadzwoniła
odwolawczy odwoławczy
ujecie ujęcie
wprowadzaja wprowadzają
panskim pańskim
sciezke ścieżkę
materialem materiałem
koszykowki koszykówki
laczenie łączenie
mniejszosc mniejszość
przyjmowal przyjmował
zachowala zachowała
zlotej złotej
lancuch łańcuch
mila miła
uzyte użyte
wreczenie wręczenie
wrocmy wróćmy
czolowce czołówce
skoczyl skoczył
uwzglednienia uwzględnienia
zdobyly zdobyły
czujac czując
wygrana wygraną
instytucja instytucją
spojrzalem spojrzałem
wspolnot wspólnot
buduja budują
miejska miejską
promien promień
pierwszenstwo pierwszeństwo
wszczecia wszczęcia
zaatakowal zaatakował
waskie wąskie
zarzadzaniu zarządzaniu
zobaczylam zobaczyłam
cofnal cofnął
przeplywu przepływu
strzelac strzelać
wyrzucil wyrzucił
zydowskiego żydowskiego
edukacje edukację
obrazen obrażeń
skuteczna skuteczną
zawieral zawierał
mlodsi młodsi
teorie teorię
wyplaca wypłaca
doswiadczony doświadczony
kopaln kopalń
nadeszla nadeszła
poslugujac posługując
pozytku pożytku
wykonawcow wykonawców
godzina godziną
zajmujacej zajmującej
jednoglosnie jednogłośnie
nowelizacja nowelizacją
potwierdzila potwierdziła
ukazaly ukazały
wplynela wpłynęła
kolorow kolorów
lezace leżące
podejmujac podejmując
predko prędko
zdobywac zdobywać
pociagiem pociągiem
poslugiwac posługiwać
polki półki
uwazamy uważamy
wyciagnela wyciągnęła
krolewskiej królewskiej
udostepnienie udostępnienie
wjechal wjechał
wysylac wysyłać
zroznicowanie zróżnicowanie
posiadajace posiadające
wylaczyc wyłączyć
opowiadan opowiadań
zarobkow zarobków
zorganizowala zorganizowała
dziwic dziwić
kapieli kąpieli
oswietlenie oświetlenie
funtow funtów
bledem błędem
cena ceną
gorski górski
poczynajac poczynając
znaczacych znaczących
nosila nosiła
zlamal złamał
czlonkostwo członkostwo
myslala myślała
pokazywal pokazywał
probowano próbowano
przypomne przypomnę
wyrzucic wyrzucić
zlodziei złodziei
oddzialach oddziałach
reakcja reakcją
oznajmil oznajmił
roznorodnosc różnorodność
wzmocnic wzmocnić
podlogi podłogi
roznorodnych różnorodnych
podpisala podpisała
uratowal uratował
wygraly wygrały
grajac grając
osiemdziesiat osiemdziesiąt
tworzyly tworzyły
wewnetrznym wewnętrznym
wladcy władcy
zachodza zachodzą
zarzadzenia zarządzenia
hasel haseł
reprezentuja reprezentują
decydujacy decydujący
nastapily nastąpiły
inicjatywa inicjatywą
obejmowac obejmować
rodakow rodaków
wzgledami względami
dzialaly działały
gesto gęsto
slyszalam słyszałam
strumien strumień
nagle nagłe
wypadla wypadła
podobalo podobało
zechcial zechciał
madrosc mądrość
pojdziemy pójdziemy
jezyki języki
osiagnie osiągnie
krzesla krzesła
naprawic naprawić
obronce obrońcę
zajma zajmą
niebezpieczenstwa niebezpieczeństwa
walbrzychu wałbrzychu
zasadnosci zasadności
ofiare ofiarę
plyna płyną
wrazliwosci wrażliwości
bialorusi białorusi
deklaracje deklarację
gwarancje gwarancję
potencjalu potencjału
sklonny skłonny
stawaly stawały
potrzeba potrzebą
wydobyc wydobyć
utrzymuja utrzymują
wyksztalceniem wykształceniem
wzgorza wzgórza
zauwazylem zauważyłem
znajdujacego znajdującego
dostawcow dostawców
mama mamą
uderzyla uderzyła
wymienil wymienił
kopie kopię
ponosic ponosić
ulatwi ułatwi
wpasc wpaść
wroclawski wrocławski
bieglego biegłego
odwolawczego odwoławczego
opowiedziala opowiedziała
wloskiego włoskiego
wroclawskim wrocławskim
rozegral rozegrał
pochodzil pochodził
wybil wybił
wygrywajac wygrywając
osiagnely osiągnęły
sprobuj spróbuj
ujal ujął
przebywaja przebywają
umozliwiajacych umożliwiających
zaliczyl zaliczył
obojetnie obojętnie
ocena oceną
odroznic odróżnić
osiagaja osiągają
pojada pojadą
postepowac postępować
sklonni skłonni
stworzyla stworzyła
wyladowal wylądował
kontynuowal kontynuował
podwyzszenia podwyższenia
rozpoczeciu rozpoczęciu
rzadzacej rządzącej
slawy sławy
ogolnoksztalcacego ogólnokształcącego
poprosila poprosiła
goracy gorący
nawiazania nawiązania
swiadomy świadomy
skorzystal skorzystał
wyplacic wypłacić
konstrukcje konstrukcję
koncowej końcowej
protestow protestów
spelnione spełnione
szosty szósty
kryja kryją
madry mądry
zlozyly złożyły
dominuja dominują
kochaja kochają
cieplej ciepłej
piatki piątki
pomyslala pomyślała
zlosci złości
wspominajac wspominając
czynil czynił
idace idące
oderwac oderwać
ujawnic ujawnić
zmierza zmierzą
naczyn naczyń
odezwala odezwała
panska pańska
postawa postawą
przedsiebiorstwach przedsiębiorstwach
wysluchal wysłuchał
biskupow biskupów
ustroj ustrój
wystepowanie występowanie
nozna nożna
wroca wrócą
odglosy odgłosy
trasa trasą
pociagnal pociągnął
uczestniczyla uczestniczyła
rozwazyc rozważyć
troska troską
wyrazaja wyrażają
informuja informują
meskie męskie
mlodszego młodszego
odtworzyc odtworzyć
pojechalismy pojechaliśmy
polaczony połączony
skreslenie skreślenie
udawalo udawało
uwzglednieniu uwzględnieniu
zamienil zamienił
zwiazkiem związkiem
dziure dziurę
reprezentujacy reprezentujący
zakonczeniem zakończeniem
zebow zębów
mlodzieza młodzieżą
mogacych mogących
nalezycie należycie
zajmujac zajmując
aspektow aspektów
lamanie łamanie
wloskiej włoskiej
miejscowosciach miejscowościach
odrzucic odrzucić
ogladanie oglądanie
belchatow bełchatów
kolacje kolację
pilkarskich piłkarskich
zamknela zamknęła
zlozy złoży
koncowym końcowym
namowic namówić
mape mapę
zbiorki zbiórki
oddzialywanie oddziaływanie
proszac prosząc
roza róża
fachowcow fachowców
obowiazujacymi obowiązującymi
pamietasz pamiętasz
pracowalo pracowało
puscil puścił
sledzic śledzić
glosami głosami
kolege kolegę
przygotowywac przygotowywać
biegly biegły
ciaglego ciągłego
czekaly czekały
nabor nabór
recznie ręcznie
wczesniejszego wcześniejszego
wypowiadac wypowiadać
siedzacy siedzący
wydajnosci wydajności
bodajze bodajże
odzyskal odzyskał
sluzyly służyły
wysluchaniu wysłuchaniu
akceptacje akceptację
polozona położona
tlumaczenie tłumaczenie
rozwinietych rozwiniętych
usiasc usiąść
zasluzony zasłużony
awansowal awansował
obejmujacy obejmujący
pielegniarka pielęgniarka
skontaktowac skontaktować
swiateczne świąteczne
pamietaj pamiętaj
rozpatrywac rozpatrywać
starosc starość
swiatlem światłem
zmagan zmagań
zywym żywym
chciec chcieć
ciezarowki ciężarówki
madrosci mądrości
gazete gazetę
internetowa internetową
polegajacy polegający
popoludnie popołudnie
przemowienie przemówienie
scieki ścieki
zwiazanymi związanymi
kanaly kanały
kraza krążą
nauka nauką
przekraczaja przekraczają
tlumacza tłumaczą
bywalo bywało
chodzilem chodziłem
spiew śpiew
zebrala zebrała
zyskala zyskała
zmienial zmieniał
czyniac czyniąc
wierzyl wierzył
gardlo gardło
przewozow przewozów
kapitalowych kapitałowych
malzonka małżonka
przekaze przekaże
okreslono określono
zginela zginęła
pieklo piekło
przysluguja przysługują
koscioly kościoły
spoglada spogląda
wezwac wezwać
luku łuku
myslac myśląc
pracowaly pracowały
odnoszac odnosząc
rzadza rządzą
walka walką
zgineli zginęli
myslisz myślisz
powiadomil powiadomił
warstwe warstwę
zdecyduja zdecydują
zywego żywego
groznie groźnie
opracowal opracował
poparl poparł
tworzyl tworzył
mina miną
nowoscia nowością
swiezym świeżym
wodz wódz
poltorej półtorej
spiewal śpiewał
uzywal używał
wlokniarz włókniarz
bija biją
dluzsze dłuższe
najswietszej najświętszej
wykazaly wykazały
gruba grubą
odpornosc odporność
poczatkow początków
przeprowadzila przeprowadziła
rozstrzygnac rozstrzygnąć
wymagajace wymagające
wymieniac wymieniać
zapowiadal zapowiadał
anne annę
kwartalu kwartału
siedemdziesiat siedemdziesiąt
europe europę
obrobki obróbki
polecen poleceń
rywalizacje rywalizację
odnalazl odnalazł
uwzgledniac uwzględniać
garsc garść
misje misję
objety objęty
przeksztalcenie przekształcenie
wdrozenie wdrożenie
podobaja podobają
przejechac przejechać
doswiadczonych doświadczonych
malzonkowie małżonkowie
powiazan powiązań
przyszedlem przyszedłem
rozwinac rozwinąć
wojskowa wojskową
przystapil przystąpił
szybkosci szybkości
chlopaki chłopaki
ludzkosc ludzkość
ogladam oglądam
stolica stolicą
choru chóru
dzialaniami działaniami
halas hałas
narzekaja narzekają
rozesmial roześmiał
bioracych biorących
miesiecznego miesięcznego
myslimy myślimy
nielatwo niełatwo
wedrowki wędrówki
zamknieciu zamknięciu
bralem brałem
musialbym musiałbym
odejsciu odejściu
przerwala przerwała
wyciagac wyciągać
historykow historyków
wysluchac wysłuchać
podjeciem podjęciem
podloge podłogę
odrzekl odrzekł
utrzymywal utrzymywał
wtracil wtrącił
slyszac słysząc
trwalych trwałych
zszedl zszedł
gina giną
kierowce kierowcę
niektorymi niektórymi
niezalezny niezależny
opuscila opuściła
porazke porażkę
rozlegly rozległy
przyjelismy przyjęliśmy
wyobraza wyobraża
ciezarem ciężarem
wodza wodzą
bialek białek
dwom dwóm
powiazane powiązane
rzucal rzucał
lokate lokatę
lagodnie łagodnie
mete metę
trojke trójkę
wyskoczyl wyskoczył
zbadac zbadać
doszlismy doszliśmy
poszukuja poszukują
przedstawiajac przedstawiając
rozmowca rozmówca
wybralem wybrałem
zauwazyli zauważyli
graly grały
milosz miłosz
niezaleznosc niezależność
zobowiazal zobowiązał
mowienie mówienie
prowadzacym prowadzącym
studiowac studiować
uczestniczacych uczestniczących
wspolpracowal współpracował
zawarta zawartą
elzbiety elżbiety
poniekad poniekąd
swiadectw świadectw
wytrzymac wytrzymać
dorosle dorosłe
krzyczal krzyczał
schowal schował
tlo tło
zdjac zdjąć
czystosc czystość
prezentowal prezentował
przeklada przekłada
siegnela sięgnęła
sloncem słońcem
zajmowaly zajmowały
dzwieku dźwięku
gwaltowny gwałtowny
pozostalymi pozostałymi
swiatowe światowe
ukrywal ukrywał
krazy krąży
rozbudowe rozbudowę
swoista swoistą
rosla rosła
spadlo spadło
zapasc zapaść
odcinkow odcinków
okregowa okręgowa
wskazywal wskazywał
podejmowal podejmował
potwierdzily potwierdziły
dotknac dotknąć
poprzec poprzeć
pytala pytała
rzadami rządami
zwiekszyla zwiększyła
kozlowski kozłowski
placili płacili
podworku podwórku
wyrokow wyroków
ciemnosc ciemność
kilogramow kilogramów
krotkiego krótkiego
niezaleznosci niezależności
polfinale półfinale
wroclawskich wrocławskich
glosne głośne
zalatwienia załatwienia
zechca zechcą
pija piją
umieja umieją
warstwa warstwą
dotychczasowa dotychczasową
miescila mieściła
najwczesniej najwcześniej
przechodzil przechodził
wzbudzil wzbudził
zbieral zbierał
zewnetrznej zewnętrznej
bezposrednia bezpośrednią
jednostka jednostką
uwazane uważane
zwrocilem zwróciłem
grozny groźny
przedstawiac przedstawiać
sporzadzenie sporządzenie
gwaltowne gwałtowne
krecil kręcił
gralem grałem
kotow kotów
wladca władca
zaskoczyl zaskoczył
dzierzawy dzierżawy
informowac informować
odejscia odejścia
najdluzej najdłużej
objawow objawów
odpowiadala odpowiadała
dostepnosc dostępność
zlozeniu złożeniu
nalezne należne
okazuja okazują
ciekawosc ciekawość
przemawial przemawiał
uczyla uczyła
charakterystyczna charakterystyczną
dwojka dwójka
robote robotę
bawia bawią
slaba słaba
definicje definicję
dzwonic dzwonić
lazienki łazienki
tlumu tłumu
gdanski gdański
pila piła
powolaniu powołaniu
zniknela zniknęła
ksiegarni księgarni
mlodziezowych młodzieżowych
potegi potęgi
wylacza wyłącza
zakonczona zakończona
dostalo dostało
goraca gorącą
obejmowal obejmował
odeszla odeszła
odnosze odnoszę
przyslugujacych przysługujących
okreslac określać
plynace płynące
pytalem pytałem
szedlem szedłem
zaspokoic zaspokoić
lamie łamie
wlacza włącza
wskazowki wskazówki
wyobraz wyobraź
niepodleglosc niepodległość
wlos włos
energia energią
gorskich górskich
nadal nadał
zanotowal zanotował
doszly doszły
niezaleznego niezależnego
odwrocic odwrócić
pojawial pojawiał
zarobil zarobił
doczekal doczekał
obowiazkowo obowiązkowo
opoznienie opóźnienie
wrzesien wrzesień
zrozumiale zrozumiałe
grozby groźby
nawiazanie nawiązanie
polise polisę
